"","X","original_title","original_language","adult","backdrop_path","homepage","id","imdb_id","rent_options","buy_options","flatrate_options","all_uniq_providers","All_providers_nos","Rent_providers_nos","Buy_providers_nos","Stream_providers_nos","poster_path","release_date","status","title","video","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","keywords","director","moreThan1ProductionCountry","moreThan1Genre","moreThan1ProductionCompany","moreThan1Keyword","moreThan1Director","moreThanSpokenLanguage","release_d","release_year","taglinepresent","collectionyes","revenue","budget","runtime","popularity","vote_average","vote_count","review_count","cast_size","crew_size","release_month","Imdb_Rating","Imdb_vote_count","profit_factor","Target","directedByAPopular","belongs_to_topProfitProdComp","avg_coll_revenue.x","avg_coll_revenue.y","release_week","movies_released_same_week","belongs_to_topProfitGenres","avg_rev_by_crew_size","avg_rev_by_cast_size","cast_crew_ratio","holidaymonth","costPerCapita"
"5096",68322,"One Word","en",FALSE,"/7w8yONH7C0gQQZ4lxIzPtBnac4H.jpg","https://www.kameradisten.org/en/one-word/",753242,"tt13187790","","","","",0,0,0,0,"/9eH8fGZuPEpzzoJU9H6lulHQsiB.jpg","5/31/2020","Released","One Word",FALSE,"Documentary ","Studio Kalliope ","","en,","DE ","exotic island ","Viviana Uriona ",1,0,0,1,0,0,2020-05-31,"2020",1,0,59213931,294000,17,1.132,8.2,0,1,2,14,5,6.5,2431,20040.7928571429,1,0,0,45072822.2708924,45072822.2708924,"22",112,1,42764473.1428571,44110052.5939716,0.142857142857143,0,13.1578947368421
"5097",68335,"You Missed a Spot","en",FALSE,"","",776462,"tt11853510","","","","",0,0,0,0,"/1PxpBmPWBbEDqenB5ANoi3qgvNh.jpg","5/16/2020","Released","You Missed a Spot",FALSE,"Comedy ","University of Southern California ","","","US ","clown ","Liam Walsh ",0,1,0,1,0,0,2020-05-16,"2020",0,0,56385,12000,131,1.085,10,0,2,12,25,5,5.7,53,369.875,1,0,0,45072822.2708924,45072822.2708924,"20",124,1,64981523.3076923,31128940.8322581,0.48,0,324.324324324324
"5098",68398,"LATE NITE SAINTS","en",FALSE,"/vNsEuDWKwToTxotEIWabDhTJ3r6.jpg","http://foxacademy.life/latenitesaints",686493,"","","","","",0,0,0,0,"/mgJAodd3fMScIO8pvcyNP7uNHj3.jpg","3/27/2020","Released","LATE NITE SAINTS",FALSE,"Documentary ","Late Nite Saints Films ","","en,","US ","art house ","Christian Novelli ",0,1,0,1,0,0,2020-03-27,"2020",1,0,275947313,1000,95,1.029,8,0,1,4,5,3,5.2,724,27594631.3,1,0,0,45072822.2708924,45072822.2708924,"13",96,1,49369049.8661417,46591326.2972973,0.8,0,111.111111111111
"5099",68460,"IWOW: I Walk on Water","en",FALSE,"","",679678,"tt12042868","","","","",0,0,0,0,"/gwPgnjIr8SzoEeocWopEW2df0bA.jpg","3/6/2020","Released","IWOW: I Walk on Water",FALSE,"Documentary ","Gospel of Matthew LLC ","","en,","US ","","Khalik Allah ",0,0,1,0,0,0,2020-03-06,"2020",0,0,400,45000,200,0.994,10,1,1,1,4,3,6.7,9,-99.1111111111111,0,0,0,45072822.2708924,45072822.2708924,"10",137,1,28656711.7981439,58604971.7751756,0.25,0,33.3333333333333
"5100",68461,"About a Teacher","en",FALSE,"","",694296,"tt9503722","Amazon Video,","Amazon Video,","","Amazon Video",1,1,1,0,"/bSRBH0KWK7Nvt4xgX0aDrrOfFsA.jpg","4/7/2020","Released","About a Teacher",FALSE,"Drama ","","","","","","Hanan Harchol ",0,0,0,0,0,0,2020-04-07,"2020",0,0,491800,145000,112,0.993,10,1,1,3,2,4,8.7,27,239.172413793103,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,56027727.4550265,46409225.8003328,1.5,0,29000
"5101",68475,"Livet efter döden","sv",FALSE,"/qQaMizOpInjrRc5KOB2vi9Wc2n0.jpg","",571671,"tt10385556","","","","",0,0,0,0,"/ix9rFx1ntUH1mcqmRZcS7cOi4oQ.jpg","3/6/2020","Released","Life After Death",FALSE,"Drama ","Citizen Jane Productions Oy ","","sv,","FI ","loss of loved one ","Klaus Härö ",0,1,0,1,0,0,2020-03-06,"2020",1,0,532669,895000,81,0.985,6.8,4,2,17,13,3,6.2,44,-40.4839106145251,0,0,0,45072822.2708924,45072822.2708924,"10",137,1,40889803.5944056,32079926.9333333,1.30769230769231,0,29833.3333333333
"5102",68500,"Wig Chop or: How it Feels to be Made in the Shade","en",FALSE,"","",671902,"","","","","",0,0,0,0,"","4/15/2020","Released","Wig Chop or: How it Feels to be Made in the Shade",FALSE,"Comedy ","","","","US ","","Connor Tipton ",0,1,0,0,0,0,2020-04-15,"2020",1,0,10452324,8000,70,0.976,6.1,0,2,7,8,4,6.5,15,130554.05,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,34810055.4709677,42580617.5681063,0.875,0,533.333333333333
"5103",68515,"The Definition of Insanity","en",FALSE,"/kygeM8s1NiDJiSr0NLsIoFRpEX6.jpg","https://www.pbs.org/show/definition-insanity/",694772,"tt12116104","","","","",0,0,0,0,"/90Al0XLcJEC7sj5iVbSdZsn3sbC.jpg","4/14/2020","Released","The Definition of Insanity",FALSE,"Documentary ","Public Broadcasting Service ","","en,","US ","miami ","Gabriel London ",0,0,1,1,0,0,2020-04-14,"2020",1,0,1047612394,560000,73,0.97,6.3,0,4,16,72,4,8.2,12,186973.641785714,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,128887801.666667,40402872.3565217,0.222222222222222,0,6363.63636363636
"5104",68521,"Remnants","en",FALSE,"","http://absurdproductionspictures.com/2020/01/02/remnants/",726455,"tt12047822","","","","",0,0,0,0,"/6ge0jTj2w73MJqiOsODmOv6aCTC.jpg","3/15/2020","Released","Remnants",FALSE,"","Absurd Productions Pictures ","","","US ","","Mark Byrne ",0,0,0,0,0,0,2020-03-15,"2020",1,0,146661977,5000,90,0.966,10,2,6,4,2,3,7.3,15,2933139.54,1,0,0,45072822.2708924,45072822.2708924,"11",137,1,56027727.4550265,46591326.2972973,2,0,833.333333333333
"5105",68522,"Hayalet: 3 Yaşam","tr",FALSE,"","",662449,"tt10731100","","","","",0,0,0,0,"","2/14/2020","Released","Hayalet: 3 Yaşam",FALSE,"Drama ","","","","","","Ömer İnal ",0,1,0,0,0,0,2020-02-14,"2020",0,0,86493046,1000000,90,0.965,2.4,0,1,9,6,2,4.7,62,8549.3046,1,0,0,45072822.2708924,45072822.2708924,"07",118,1,36876511.0084034,50839762.6893617,1.5,0,66666.6666666667
"5106",68540,"Don't Speak of Me with Tears","en",FALSE,"/t2IjA2OxAjoIchkMaiHsASCHfQ4.jpg","http://www.mike-pappa.com",706898,"tt12338682","","","","",0,0,0,0,"/6qHc45YkWmNsDIp85cLf4obsBYq.jpg","5/21/2020","Released","Don't Speak of Me with Tears",FALSE,"Horror ","","","","US ","alcoholism ","Mike Pappa ",0,0,0,1,0,0,2020-05-21,"2020",0,0,1370000,30,9,0.955,7.9,0,1,3,2,5,6.6,20,4566566.66666667,1,0,0,45072822.2708924,45072822.2708924,"21",100,1,56027727.4550265,46409225.8003328,1.5,0,6
"5107",68556,"4 Presidents","en",FALSE,"/rB7c1Csd7uCh099z51tOGDv6BKk.jpg","",749904,"tt9257616","Amazon Video,Vudu,","Amazon Video,Vudu,","Amazon Prime Video,","Vudu, Amazon Prime Video, Amazon Video",3,2,2,1,"/o6wnBc5lVoarVp9bvLkMiGRkzo7.jpg","2/1/2020","Released","4 Presidents",FALSE,"Documentary ","Justice for All Productions ","","en,","US ","conspiracy ","Ken Del Vecchio ",0,1,0,1,0,0,2020-02-01,"2020",1,0,1119537,1500000,100,0.949,5.8,0,3,4,3,2,6.1,21,-25.3642,0,0,0,45072822.2708924,45072822.2708924,"05",112,1,29673379.7792208,46591326.2972973,1.33333333333333,0,214285.714285714
"5108",68559,"SEX","en",FALSE,"","",694834,"tt12165150","","","","",0,0,0,0,"/h3kMUjLHGMJC7oxadOA5ZtWDV4y.jpg","2/2/2020","Released","SEX",FALSE,"Comedy ","","","","","short ","Rebel Maddocks-Roe ",0,0,0,1,0,0,2020-02-02,"2020",1,0,2167042,300,10,0.949,6.5,0,6,2,2,2,6.3,147,722247.333333333,1,0,0,45072822.2708924,45072822.2708924,"05",112,1,56027727.4550265,44110052.5939716,1,0,75
"5109",68599,"Indigo","en",FALSE,"/8JtBcvTbFc2vhXulcGFVbnHJxHM.jpg","https://vimeo.com/397510825",773273,"","","","","",0,0,0,0,"/qtWf7qKLYiH6TwtUEuzZ743ukEC.jpg","3/13/2020","Released","Indigo",FALSE,"Drama ","Devin Lauder Films ","","en,","US ","experimental ","Devin Lauder ",0,0,0,0,0,0,2020-03-13,"2020",0,0,69,30,2,0.935,10,1,5,4,4,3,4,59,130,1,0,0,45072822.2708924,45072822.2708924,"11",137,1,28656711.7981439,46591326.2972973,1,0,3.75
"5110",68606,"An Unscripted Earth","en",FALSE,"/tOLGKacPr52hcaUXqLcTuKTSkRK.jpg","https://u16.co/aue",647679,"tt7471348","Amazon Video,","Amazon Video,","Amazon Prime Video,","Amazon Prime Video, Amazon Video",2,1,1,1,"/1Gl8cW1U8PeNmQz68iDrnC3CTQl.jpg","4/24/2020","Released","An Unscripted Earth",FALSE,"Drama ","","","","AU ","australia ","James Holloway ",1,0,0,1,0,0,2020-04-24,"2020",1,0,14394690,2000,72,0.934,8.1,0,1,4,10,4,6.1,16,719634.5,1,0,0,45072822.2708924,45072822.2708924,"17",112,1,54533781.5637066,46591326.2972973,0.4,0,142.857142857143
"5111",68609,"Aiyai: Wrathful Soul","en",FALSE,"/g2C0ar1P5G5BoNi0vOWYE9R7B79.jpg","https://www.aiyaifeaturefilm.com/",721927,"tt7209472","","","","",0,0,0,0,"/56Q2h96x7KubP6pmPuWSE2H9DyD.jpg","2/28/2020","Released","Aiyai: Wrathful Soul",FALSE,"Horror ","GVKM Elephant Pictures ","","en,","AU ","supernatural ","Ilanthirayan Arumugam ",0,1,0,0,0,0,2020-02-28,"2020",0,0,3400977,1870000,84,0.932,4,1,2,6,6,2,8.9,889,81.8704278074866,1,0,0,45072822.2708924,45072822.2708924,"09",149,1,36876511.0084034,30748111.2213542,1,0,155833.333333333
"5112",68620,"Morning Shave","en",FALSE,"/b6ekXDxzWB2dJqs17g8pBqDunBU.jpg","",770040,"tt13544374","","","","",0,0,0,0,"/dFHfZVTun0PWxjnZTzAP1Q3ISOn.jpg","4/24/2020","Released","Morning Shave",FALSE,"","","","","","","Brandon Hicks ",0,0,0,0,0,0,2020-04-24,"2020",0,0,29353057,1,1,0.929,7,0,1,1,2,4,6.5,7,2935305600,1,0,0,45072822.2708924,45072822.2708924,"17",112,1,56027727.4550265,58604971.7751756,0.5,0,0.333333333333333
"5113",68625,"The Desperate","en",FALSE,"","",748990,"tt9777730","Amazon Video,","Amazon Video,","Amazon Prime Video,","Amazon Prime Video, Amazon Video",2,1,1,1,"/685ZWzOWjaMz705Zoh9Z1Miwjt5.jpg","5/22/2020","Released","The Desperate",FALSE,"Horror ","","","","AU ","","Nathan Sirikumara ",0,1,0,0,0,0,2020-05-22,"2020",0,0,1824902,15000,30,0.928,3,0,5,6,4,5,5.7,7,12066.0133333333,1,0,0,45072822.2708924,45072822.2708924,"21",100,1,28656711.7981439,30748111.2213542,1.5,0,1500
"5114",68656,"Cleaner","en",FALSE,"","",762298,"tt12251532","","","","",0,0,0,0,"","5/2/2020","Released","Cleaner",FALSE,"Crime ","","","en,","US ","","Kris Salvi ",0,0,0,0,0,0,2020-05-02,"2020",0,0,32450241,500,93,0.92,3.5,0,2,5,6,5,7.5,74,6489948.2,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,36876511.0084034,36882370.2920696,0.833333333333333,0,45.4545454545455
"5115",68705,"Untitled Raymond Warren Zrike Project","en",FALSE,"","",657386,"","","","","",0,0,0,0,"/ywWyVaFafwr0wKP3Ha6Nsdj6DBB.jpg","1/26/2020","Released","Untitled Raymond Warren Zrike Project",FALSE,"Drama ","","","en,","US ","","Raymond Zrike ",0,1,0,0,0,0,2020-01-26,"2020",1,0,3100000,1100,35,0.91,5.5,0,2,5,11,1,5.5,111,281718.181818182,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,39138517.6470588,36882370.2920696,0.454545454545455,0,68.75
"5116",68724,"The Sweetheart Deal","en",FALSE,"","",662197,"tt7580760","","","","",0,0,0,0,"/qvo2oDBZ4gnG6GMhmOnOaAbvmSZ.jpg","1/7/2020","Released","The Sweetheart Deal",FALSE,"Comedy ","Fanna Films ","","","US ","","Otto D'Agnolo ",0,0,0,0,0,0,2020-01-07,"2020",1,0,200,120000,70,0.905,7.5,0,3,6,2,1,3.5,136,-99.8333333333333,0,0,0,45072822.2708924,45072822.2708924,"02",102,1,56027727.4550265,30748111.2213542,3,0,15000
"5117",68727,"El Campeón","es",FALSE,"","https://www.youtube.com/watch?v=qjfg2HTmRxA&",725049,"","","","","",0,0,0,0,"/qJg7MvtLwmQ8ybhW9pSXoK0Oj7K.jpg","3/2/2020","Released","El Campeón",FALSE,"Drama ","","","es,","DO ","","Lucas Estrella ",0,1,0,0,0,0,2020-03-02,"2020",0,0,16262351,2200,24,0.903,10,0,1,3,3,3,6.4,11979,739097.772727273,1,0,0,45072822.2708924,45072822.2708924,"10",137,1,29673379.7792208,46409225.8003328,1,0,366.666666666667
"5118",68756,"The Stubermensch","en",FALSE,"","https://youtu.be/fuRsTn2lRXs",667688,"","","","","",0,0,0,0,"/4WkD8SfvOt0C5DXzE46gprK8A9k.jpg","1/24/2020","Released","The Stubermensch",FALSE,"Documentary ","","","","GB ","","Joshuah Prescott ",0,1,0,0,0,0,2020-01-24,"2020",1,0,10,5,2,0.895,10,0,3,4,8,1,7.8,37,100,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,34810055.4709677,46591326.2972973,0.5,0,0.416666666666667
"5119",68773,"Afterward","en",FALSE,"","http://afterwardthefilm.com/",581418,"tt9010460","Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,","Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,","Kanopy,","Vudu, Google Play Movies, Microsoft Store, YouTube, Kanopy, Amazon Video",6,5,5,1,"/trImv1gKp8aw6s3scK51x33zRBv.jpg","1/1/2020","Released","Afterward",FALSE,"Documentary ","","","ar,en,de,he,","DE ","","Ofra Bloch ",1,0,0,0,0,1,2020-01-01,"2020",0,0,78000,435000,93,0.892,6.9,0,1,1,7,1,8.8,69,-82.0689655172414,0,0,0,45072822.2708924,45072822.2708924,"01",128,1,50747392.8125,58604971.7751756,0.142857142857143,0,54375
"5120",68804,"VHS Blue","tr",FALSE,"/dpT1wsOPTqgvre0opxPPq8Xq8fz.jpg","https://www.youtube.com/channel/UC1X1RCX0MA-ZH567sZ_5P0A",728027,"tt12787714","","","","",0,0,0,0,"/4U0w3LD9nzzpDjxijWRkNt0zAtO.jpg","3/23/2020","Released","VHS Blue",FALSE,"Documentary ","","","xx,","TR ","","Utku Can Ökmen ",0,0,0,0,0,0,2020-03-23,"2020",1,0,1,1,2,0.84,8,1,1,1,1,3,6.3,5,0,0,0,0,45072822.2708924,45072822.2708924,"13",96,1,44533579.3385301,58604971.7751756,1,0,0.5
"5121",68805,"Valencia, Capítulo II: Asturias","es",FALSE,"/oRrVeWTwnt77CnrCotMx58z5akm.jpg","http://www.the-waltnicks.jimdofree.com/películas/valencia/valencia-capítulo-ii/",719326,"tt10756152","","","","",0,0,0,0,"/ayHJWStAs9PtlhoYaXvSmRSEhu6.jpg","1/20/2020","Released","Valencia, Chapter II: Asturias",FALSE,"Drama ","Walt Nick's Pictures ","","es,","MX ","christmas tree ","Nicolás de Jesús ",0,1,1,1,0,0,2020-01-20,"2020",1,0,44652,28237,32,0.84,8.5,1,1,6,3,1,9.7,6,58.1329461345044,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,29673379.7792208,30748111.2213542,2,0,3137.44444444444
"5122",68832,"Tobulas Pasimatymas","lt",FALSE,"/cfNL7Ur2eHI7KmJ8YF7QpRr3jcE.jpg","",689652,"tt11502802","","","","",0,0,0,0,"/zLCRluX09lDenR98laHiSezhonH.jpg","1/3/2020","Released","The Perfect Date",FALSE,"Comedy ","","","lt,","","","Robertas Razma ",0,1,0,0,0,0,2020-01-03,"2020",0,0,947455,216000,82,0.84,3,1,1,6,1,1,6.1,273,338.636574074074,1,0,0,45072822.2708924,45072822.2708924,"01",128,1,44533579.3385301,30748111.2213542,6,0,30857.1428571429
"5123",68834,"Di Heylik Gayst","en",FALSE,"","",686817,"","","","","",0,0,0,0,"/7RTtActjOvS6oFghvyDFooTo9gc.jpg","3/27/2020","Released","Di Heylik Gayst",FALSE,"Fantasy ","","","xx,","","","Zach Landes ",0,1,0,0,0,0,2020-03-27,"2020",1,0,742476,500,38,0.84,6,0,1,7,6,3,3.3,2385,148395.2,1,0,0,45072822.2708924,45072822.2708924,"13",96,1,36876511.0084034,42580617.5681063,1.16666666666667,0,38.4615384615385
"5124",68869,"Speech & Debate","en",FALSE,"/h5jdlBe9djfTmNBqOIjnVFi4U4B.jpg","",695011,"tt11724696","","","","",0,0,0,0,"/6LIwalQ1HhLxe6203BxMyAEEfdY.jpg","4/19/2020","Released","Speech & Debate",FALSE,"Comedy ","Well Fed Artist ","","en,","CA ","short ","Cassandra Jean Amell ",0,0,0,0,0,0,2020-04-19,"2020",0,0,2197075,6500,12,0.831,5.5,2,8,7,5,4,6.6,3781,33701.1538461538,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,49369049.8661417,42580617.5681063,1.4,0,541.666666666667
"5125",68900,"Past Time","en",FALSE,"/5a9SJzySGEZaZyrzZUpkREBS1PN.jpg","https://www.youtube.com/watch?v=sBTIFj1u9FA",714452,"","","","","",0,0,0,0,"/lyWv61e9eNAY61i0SuhwsjjSdKO.jpg","4/10/2020","Released","Past Time",FALSE,"Drama ","Ned Tenders ","","en,","US ","baseball ","Cole Edwards ",0,1,0,1,0,0,2020-04-10,"2020",1,0,36000,1,1,0.788,6.7,3,1,2,4,4,5.7,240,3599900,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,28656711.7981439,44110052.5939716,0.5,0,0.166666666666667
"5126",68912,"Waiting","en",FALSE,"/vULdjbLWufQf0H4YmD8E4BLlLse.jpg","",694186,"","","","","",0,0,0,0,"/ihfzHYhuxW7Vf6TIHWHYPmTGNfk.jpg","4/9/2020","Released","Waiting",FALSE,"Fantasy ","","","","GB ","experimental ","Sayna Fardaraghi ",0,0,0,1,0,0,2020-04-09,"2020",0,0,180613180,50,3,0.776,7,3,1,8,5,4,5,6,361226260,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,49369049.8661417,41345637.8576642,1.6,0,3.84615384615385
"5127",68922,"Death Walks on Nitrate","en",FALSE,"/829v8yvPicTNcJZT7d673D9OUrT.jpg","",701407,"tt12278296","","","","",0,0,0,0,"/u4nstXot3hGynSoFhqMMECMM5LI.jpg","5/22/2020","Released","Death Walks on Nitrate",FALSE,"Horror ","","","","US ","","Kevin Fermini ",0,0,0,0,0,0,2020-05-22,"2020",1,0,277969,3000,8,0.771,8,1,1,3,1,5,6.6,11,9165.63333333333,1,0,0,45072822.2708924,45072822.2708924,"21",100,1,44533579.3385301,46409225.8003328,3,0,750
"5128",68949,"Algo de Errado Não Está Certo","pt",FALSE,"/76XT95DuO7UwWjMyiciGMbh6Tkk.jpg","",694006,"","","","","",0,0,0,0,"/zyU85BxcPdXItnuhtOSUS2T7OPu.jpg","5/15/2020","Released","Algo de Errado Não Está Certo",FALSE,"Comedy ","Alvoroço Produções ","","pt,","BR ","","Evandro Berlesi ",0,0,0,0,0,0,2020-05-15,"2020",0,0,158443,6700,12,0.758,9.5,1,3,8,2,5,9,97,2264.82089552239,1,0,0,45072822.2708924,45072822.2708924,"20",124,1,56027727.4550265,41345637.8576642,4,0,670
"5129",68950,"Checkmate","bn",FALSE,"","",688933,"tt6583442","","","","",0,0,0,0,"/agXvFkW8R2FWeasCudVcyW2m7Ja.jpg","5/1/2020","Released","Checkmate",FALSE,"Crime ","Khirki Digital ","","","IN ","","Kumarjit Sengupta ",0,1,0,0,0,0,2020-05-01,"2020",1,0,2723347,1000,20,0.758,5.5,0,1,6,2,5,5.3,12,272234.7,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,56027727.4550265,30748111.2213542,3,0,125
"5130",68956,"Zoom","en",FALSE,"/diIMI4Wi2IhtDtbAqjhCvM7BwAW.jpg","",696085,"tt12171626","","","","",0,0,0,0,"/tfItNdTb8vyBM5PGSG5eP0oxSY8.jpg","4/29/2020","Released","Zoom",FALSE,"Horror ","Alliance Cinema ","","en,","","","Matthew Landford ",0,0,0,0,0,0,2020-04-29,"2020",1,0,129,1000,36,0.754,7,2,4,3,6,4,7.3,6,-87.1,0,0,0,45072822.2708924,45072822.2708924,"18",125,1,36876511.0084034,46409225.8003328,0.5,0,111.111111111111
"5131",68977,"The Hunted","en",FALSE,"","https://vimeo.com/376235292/a55c827600",681678,"tt11577198","","","","",0,0,0,0,"/opvAQD7comfCwarzhroWp5grpNU.jpg","3/7/2020","Released","The Hunted",FALSE,"Science Fiction ","","","","","","Sam Thompson ",0,1,0,0,0,0,2020-03-07,"2020",0,0,44235023,8000,10,0.746,5.9,0,2,5,12,3,6.2,42,552837.7875,1,0,0,45072822.2708924,45072822.2708924,"10",137,1,46087796.1717791,36882370.2920696,0.416666666666667,0,470.588235294118
"5132",68994,"Mothman","en",FALSE,"/l4S1ufHNuvNz3yDqrIfgBKKxUVf.jpg","https://vimeo.com/392087787",703007,"","","","","",0,0,0,0,"/pBctzM20X3lXCHWwFX9rHKr99Rb.jpg","2/17/2020","Released","Mothman",FALSE,"Drama ","BAM Studios ","","en,","GB ","drawn to the light ","Ben McMorran ",0,0,0,0,0,0,2020-02-17,"2020",1,0,123,1,3,0.74,9,3,1,2,1,2,6.9,165750,12200,1,0,0,45072822.2708924,45072822.2708924,"08",97,1,44533579.3385301,44110052.5939716,2,0,0.333333333333333
"5133",69013,"Manbaby Cries Because He Isn't Added to Discord Chat (Gone Wrong)","en",FALSE,"","https://youtu.be/rgl4MEtsSnI",774455,"","","","","",0,0,0,0,"/jFqnbHWkRADPAlKNJJuk22LcM3o.jpg","2/19/2020","Released","Manbaby Cries Because He Isn't Added to Discord Chat (Gone Wrong)",FALSE,"War ","Alwharf Studios ","","en,","","wharf ","Nikolas Kneupper ",0,0,0,1,0,0,2020-02-19,"2020",1,0,99000000,17000,34,0.736,10,1,2,13,1,2,5.6,8946,582252.941176471,1,0,0,45072822.2708924,45072822.2708924,"08",97,1,44533579.3385301,50850760.6036585,13,0,1214.28571428571
"5134",69023,"Glop","en",FALSE,"","https://youtu.be/ZTuQ4C-jhKA",666085,"","","","","",0,0,0,0,"/gyGroObCK5ZW7rdoooz30hJ9Yo6.jpg","1/12/2020","Released","Glop",FALSE,"Documentary ","James J-S Films ","","en,","US ","environmentalist ","Jamie Jarvis-Stores ",0,0,0,0,0,0,2020-01-12,"2020",1,0,69,5,2,0.734,6.2,0,1,1,2,1,6.1,204349,1280,1,0,0,45072822.2708924,45072822.2708924,"02",102,1,56027727.4550265,58604971.7751756,0.5,0,1.66666666666667
"5135",69032,"Don't Worry, You Don't Exist","en",FALSE,"","",699183,"tt12241238","","","","",0,0,0,0,"/px68OtGNJexve74WAjnQOcjkUWs.jpg","4/30/2020","Released","Don't Worry, You Don't Exist",FALSE,"","","","xx,","GB ","","Robert J. Fraser ",0,0,0,0,0,0,2020-04-30,"2020",0,0,201719,10,1,0.732,6.7,0,1,10,8,4,3,46529,2017090,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,34810055.4709677,43051420.0570175,1.25,0,1.875
"5136",69037,"Teräsleidit","fi",FALSE,"/v4HdJyIp3xbufnAax0EIUzDtQBD.jpg","",658428,"tt11132342","","","","",0,0,0,0,"/c5CznaDU87coaXSeiHBK4iuGfQi.jpg","1/3/2020","Released","Ladies of Steel",FALSE,"Drama ","Helsinki Filmi ","","fi,","FI ","road trip ","Pamela Tola ",0,1,0,1,0,0,2020-01-03,"2020",1,0,488533726,1509192,91,0.732,5.7,3,1,23,9,1,6.3,228,32270.5483463999,1,0,0,45072822.2708924,45072822.2708924,"01",128,1,35081845.7022901,40388063.7042254,2.55555555555556,0,47162.25
"5137",69076,"Pünt","de",FALSE,"/fwsWpSyv2eyDKhOOhpGaOIjjD7v.jpg","https://heimat-trilogie.com/puent/",711761,"tt10948708","","","","",0,0,0,0,"/7YtWEJbskFcPPBiSA2l1WVsn1Kh.jpg","5/1/2020","Released","Garden Plot",FALSE,"Comedy ","Art Schnyder ","","de,","CH ","zurich ","Sven Schnyder ",0,0,1,1,0,0,2020-05-01,"2020",0,0,201858461,3000,6,0.72,9,1,1,5,11,5,6.4,26,6728515.36666667,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,39138517.6470588,36882370.2920696,0.454545454545455,0,187.5
"5138",69086,"96","en",FALSE,"/biG51zNcpBNs2o20Vm6Ck4XI2Pe.jpg","https://www.youtube.com/channel/UCKER8Eq_LlpnAaEDv96G6YQ",682810,"tt11952708","","","","",0,0,0,0,"/7AHq6d7hw56VRRWwwwBbaQbKHXB.jpg","3/10/2020","Released","96",FALSE,"Horror ","Dark Math Productions ","","en,","US ","scp foundation ","Klay Abele ",0,1,1,0,0,0,2020-03-10,"2020",1,0,119559110,20851,24,0.719,5.7,0,8,25,10,3,8.2,48,573297.486931082,1,0,0,45072822.2708924,45072822.2708924,"11",137,1,54533781.5637066,48732162.3714286,2.5,0,595.742857142857
"5139",69096,"The Spooky Pumpkin","en",FALSE,"","https://www.amazon.com/gp/video/detail/B0873ZLX5N/ref=atv_dp_share_cu_r",693670,"tt12182450","","","Amazon Prime Video,","Amazon Prime Video",1,0,0,1,"/68kNXXVMlzaVn62dqOiG1JiDWdO.jpg","4/15/2020","Released","The Spooky Pumpkin",FALSE,"Horror ","Jed Wilf Films ","","en,","US ","pumpkin ","Blake Hunter ",0,1,0,1,0,0,2020-04-15,"2020",1,0,125983972,1500,53,0.717,10,1,5,9,13,4,5.4,19,8398831.46666667,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,40889803.5944056,50839762.6893617,0.692307692307692,0,68.1818181818182
"5140",69100,"Hillbilly Buck: The Toilet Paper Pursuit","en",FALSE,"/ieZAVlHfHb54kT2LgwGL0y2xKEr.jpg","https://www.youtube.com/watch?v=-TBXXrQRytE&t=251s",714510,"","","","","",0,0,0,0,"/10YBKLwaqn6lljfjJ9544WnNCCZ.jpg","5/4/2020","Released","Hillbilly Buck: The Toilet Paper Pursuit",FALSE,"Adventure ","Ned Tenders ","","en,","","southern usa ","Spencer Pannill ",0,0,0,1,0,0,2020-05-04,"2020",0,0,2475,1,7,0.716,6,1,1,1,5,5,5.8,6,247400,1,0,0,45072822.2708924,45072822.2708924,"19",103,1,49369049.8661417,58604971.7751756,0.2,0,0.166666666666667
"5141",69132,"The Witness","en",FALSE,"/pGBkL8lwi99eHVfwvaV3RrvQJIs.jpg","https://www.youtube.com/watch?v=vmrLapxoeag",759762,"tt12092400","","","","",0,0,0,0,"/z3f5MLNCKzkWLprlLKeT2CRL28m.jpg","4/4/2020","Released","The Witness",FALSE,"Thriller ","Plutonium Egg Productions ","","en,","GB ","police ","Tom Lister ",0,1,0,1,0,0,2020-04-04,"2020",1,0,18850674,30,12,0.708,10,1,1,5,5,4,3.8,24,62835480,1,0,0,45072822.2708924,45072822.2708924,"14",121,1,49369049.8661417,36882370.2920696,1,0,3
