,X,original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,Imdb_Rating,Imdb_vote_count,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director,moreThan1ProductionCountry,moreThan1Genre,moreThan1ProductionCompany,moreThan1Keyword,moreThan1Director,moreThanSpokenLanguage
67605,67605,Black Garden,en,FALSE,71140,/bhuIo7qlpJLPgx0sqd6hNV40vel.jpg,https://www.blackgardenmovie.com,553641,tt6684976,7.1,1526,2.182,/t672jao1kbbjay7Hohbhq2KYe4V.jpg,4/7/2020,0,90,Released,,Black Garden,FALSE,7,2,Science Fiction ,Honeyhouse Films ,,"en,it,",AU ,0,nuclear war ,10,20,Shaun Wilson ,0,0,0,1,0,1
67612,67612,Suriname,nl,FALSE,2000000,/21DZCgiyFvOXaLdmwKNSpFu3Gdj.jpg,,266450,tt11192054,4.9,173,2.164,/7bTtNstcrKibzzp6MCaJjxrxoPt.jpg,2/20/2020,0,94,Released,,Suriname,FALSE,4.3,4,Crime ,Studio Vizaviz ,,"nl,",NL ,0,,9,3,Danny Leysner ,0,1,0,0,0,0
67639,67639,Redemption,en,FALSE,82908,/nlIEGIATsjlfCp4br6Ybfrytiw3.jpg,,644409,tt5621712,2.1,103,2.093,/lW1JDq9QFijcCgLmljRWNkSIlmO.jpg,2/14/2020,0,85,Released,,Redemption,FALSE,1,1,Drama ,Cool Banana Films ,,"en,hi,",AU ,0,young girl ,5,18,Uttam Mukherjee ,0,1,1,0,0,1
67652,67652,Sonic - Il film,it,FALSE,500000,,,768783,,,,2.038,,2/13/2020,250000,0,Released,,Sonic - Il film,FALSE,0,0,Adventure ,Characters ,,"it,",IT ,0,youtube ,1,1,Mariana Viñoles ,0,0,0,0,0,0
67662,67662,Transference: A Bipolar Love Story,en,FALSE,400000,/mZ7sQsKoYg5v81Z8ejZmzoYyYVc.jpg,,656090,tt9460386,6.1,42,2.008,/t4VyxiiFNUXQbgZibWPHuV6k3Ip.jpg,5/31/2020,0,0,Released,,Transference: A Bipolar Love Story,FALSE,6,2,Drama ,Contro vento Films ,,"en,",GB ,0,,11,1,Raffaello Degruttola ,0,1,1,0,0,0
67666,67666,Go! Go! Cory Carson: The Chrissy,en,FALSE,50000,/mumFSy0Vtprxttcs5oExzELg8m4.jpg,https://www.netflix.com/title/81021355,696048,tt12240368,6.8,28,1.999,/ghGUAAy0qmv6AhBZvMiVO7QShUc.jpg,5/1/2020,34,42,Released,"Talent Shows, Sisters and Automobiles",Go! Go! Cory Carson: The Chrissy,FALSE,6,4,Animation ,Tonko House ,,"en,fr,",FR ,0,dance ,32,41,Stanley Moore ,1,1,1,1,0,1
67678,67678,Los Apaches,es,FALSE,4226,,,706796,tt1112397,,,1.96,/6YHoGo1SV5RYxykTIYNwxRZjAvW.jpg,5/18/2020,0,0,Released,,Los Apaches,FALSE,10,2,Comedy ,ESCAC Films ,,"es,",,0,,5,16,Asier Ramos ,0,1,0,0,0,0
67696,67696,Thunderbolt In Mine Eye,en,FALSE,60000,/zmvDnYCmWaDWoptYSoJ5UZBgnvR.jpg,http://Www.thunderboltinmineeye.com,562600,tt9170758,8.4,5,1.96,/wLGIxsPWYz8H8MXwSXjxKJpbupP.jpg,1/24/2020,0,85,Released,,Thunderbolt In Mine Eye,FALSE,0,0,Romance ,Duplass Brothers Productions ,,"en,",US ,0,new love ,4,19,Sarah Sherman ,0,1,0,1,0,0
67699,67699,Eduardo e Mônica,pt,FALSE,1990198,/4ECPCD5yx8z2dyauaAeNjseDwfq.jpg,,540734,tt8747460,5.5,6,1.96,/4Lvrdx1nChmeko17MxfTMeHme68.jpg,4/2/2020,0,0,Released,,Eduardo and Monica,FALSE,0,0,Romance ,Paris Filmes ,,"pt,",BR ,0,,10,2,René Sampaio ,0,1,0,0,0,0
67716,67716,Se mieletön remppa,fi,FALSE,1900000,/8uzqfnsseNSmi2wXbYtnBk3Qoi8.jpg,,649719,tt10449466,4.3,184,1.934,/rIGpdKyaBUh10ZQjsfIwpvsO4ys.jpg,2/19/2020,0,89,Released,,The Renovation,FALSE,6.3,3,Comedy ,Don Films ,,"fi,",FI ,0,remake ,9,22,Taneli Mustonen ,0,0,1,0,0,0
67723,67723,Bayi Toplantısı,tr,FALSE,0,/gkBxGFGX6AOqW7KEtiEKX3B6G5Y.jpg,https://www.bkmonline.net/en/movies/vendors-meeting,674349,tt11527964,4.6,2725,1.913,/oOL73RZcJYkrX4urhgEhsWz7qhR.jpg,2/20/2020,2723347,115,Released,,Vendors' Meeting,FALSE,6.6,8,Comedy ,BKM ,,"tr,",TR ,0,,16,11,Bedran Güzel ,0,0,0,0,0,0
67738,67738,సరిలేరు నీకెవ్వరు,te,FALSE,11000000,/4veNqAdYeCLV6GyMvRVgvndUfme.jpg,,607313,tt10773090,6,5037,1.885,/sR002yBI04ZBLdEpoSquxYQryEC.jpg,1/10/2020,0,169,Released,,Sarileru Neekevvaru,FALSE,5.4,15,Action ,G. Mahesh Babu Entertainment Pvt. Ltd ,,"te,",IN ,0,army ,30,31,Anil Ravipudi ,0,0,1,0,0,0
67751,67751,Unfriended: Proxy,en,FALSE,900,/ycRVeCQSur4kkJmET6UjNO25V1r.jpg,,688319,tt12062078,4.3,12,1.86,,4/1/2020,0,24,Released,Even Skype Isn't Safe,Unfriended: Proxy,FALSE,0,0,Horror ,Alliance Cinema ,,"en,",,0,,4,6,Matthew Landford ,0,0,0,0,0,0
67754,67754,The Secret of Karma,en,FALSE,8000000,,https://www.milanfriedrich.film/en/the-secret-of-karma-en/,513440,tt8079510,7.3,32,1.852,/cIA29laQ9rjcoe7nz12qAGg43k9.jpg,3/31/2020,0,0,Released,,The Secret of Karma,FALSE,0,0,Science Fiction ,Alpha Hollywood Studios ,,"en,",US ,0,,4,8,Milan Friedrich ,0,1,0,0,0,0
67815,67815,In Vitro,en,FALSE,9576,/4ronbidMn5w4CuLZDckieia5cdK.jpg,,644180,tt10958328,7.1,9,1.67,/q5P74XU5Kyr3r5ZbGSh6sVKGynX.jpg,1/27/2020,0,6,Released,WHAT DOES IT MEAN TO BE A MOTHER?,In Vitro,FALSE,8.4,5,Drama ,See Pictures ,,"en,",AU ,0,short ,6,2,Dacre Montgomery ,1,0,0,0,0,0
67841,67841,Karakomik Filmler 2: Deli,tr,FALSE,0,/gInasAxA43twaEUZ6sIR1Csvt2e.jpg,,665090,tt11416594,6.5,5438,1.604,/e4T9JnG9GXvDtIw25ANOGAER4fd.jpg,1/17/2020,680418,60,Released,,Comidark Films 2: Insane,FALSE,6.5,11,Drama ,Nulook Production ,Comidark Films 2,"tr,",TR ,0,,6,7,Cem Yılmaz ,0,1,1,0,0,0
67846,67846,Collodion: The Process of Preservation,en,FALSE,150000,/mt4o4jH41pqrReDFG4l51lCxKwD.jpg,https://www.collodionfilm.com/,729536,tt8944962,8.7,184,1.589,/jPo4uq1G48Rf2XJ0uGnwBZeIxKH.jpg,3/12/2020,0,78,Released,"A photograph cannot stop time, it can only capture everything we hope to save. What happens when all we are left with is a photograph?",Collodion: The Process of Preservation,FALSE,0,0,Documentary ,,,,,0,,9,15,Eric Overton ,0,0,0,0,0,0
67870,67870,UNDOCUMENTED UNAFRAID,en,FALSE,95,,,679828,tt11373548,,,1.545,/tMF32BDdk0IC5pojPHaTHwON6Fk.jpg,1/21/2020,0,95,Released,Undocumented Unafraid,UNDOCUMENTED UNAFRAID,FALSE,10,1,Documentary ,La trifulca Project ,,"en,es,",MX ,0,human rights ,41,10,Arturo Pulido ,1,0,1,1,0,1
67894,67894,Lieutenant Jangles,en,FALSE,6000,,https://ltjangles.com,515768,tt4408104,8,40,1.506,/s1Yni4dL4EKKDZtGRhQ5xcWRHwl.jpg,1/30/2020,0,143,Released,Crime is a disease. Meet the condom.,Lieutenant Jangles,FALSE,0,0,Comedy ,,,"en,fr,es,",AU ,0,exploitation ,14,15,Nicolas Champeaux ,0,1,0,1,0,1
67898,67898,Forever Love,en,FALSE,1440000,,,733155,tt12165726,7.8,18,1.497,/jr0IK4Bub618N4MOm2SCN5kPkxL.jpg,4/1/2020,0,90,Released,,Forever Love,FALSE,0,0,Romance ,Nasser Entertainment ,,"en,",US ,0,,5,1,Waymon Boone ,0,0,0,0,0,0
67911,67911,Encantados do Cri-ú,pt,FALSE,883,/ndOPmuTYFKthRaZOcqixMqGvGZY.jpg,,747882,,,,1.467,/3JtK03kA7oYB6ctAaw3RBBXNaZB.jpg,2/7/2020,883,0,Released,,Encantados do Cri-ú,FALSE,6,1,Documentary ,Meio Mundo Produções ,,,BR ,0,social documentary ,11,7,Manoel do Vale ,0,0,0,0,0,0
67931,67931,ಲವ್ Mocktail,kn,FALSE,266103,/5VPIkLkBHKBd1QvewF4iDRPQK2j.jpg,,672125,tt10919132,8.3,2272,1.426,/bJqYDmyJffTk9ruvPt6B5WTPe9B.jpg,1/31/2020,665258,153,Released,,Love Mocktail,FALSE,6.7,5,Romance ,,,"en,kn,",,0,platonic love ,3,6,Darling Krishna ,0,1,0,1,0,1
67948,67948,Con Esperanza,en,FALSE,7000,,http://www.pochopictures.com,770160,tt10799146,,,1.4,/q4WYkKvqGXtRg6a9WiSyEuAK288.jpg,4/25/2020,0,14,Released,"With Hope, Anything is Possible",Con Esperanza,FALSE,0,0,Family ,Pocho Pictures ,,,US ,0,music style ,5,14,Kyle Provencio Reingold ,0,1,1,1,0,0
67960,67960,Prank Brothers,de,FALSE,10,/vWOxQTypaC4Fgm0WM7QNtfli0WN.jpg,,736819,,,,1.4,/3DPJXANGsaaBjeJj2r1jRAzOdsB.jpg,3/19/2020,10,5,Released,Would you like a fried egg?,Prank Brothers,FALSE,10,1,Comedy ,Keativ Kollektiv ,,"de,",DE ,0,rage ,4,10,Chris da Silva Oliveira ,0,1,1,1,0,0
67980,67980,Der Alltag,en,FALSE,20,,,709762,,,,1.4,/yyyowb5GdDLznrYKLCgqaog0aDb.jpg,5/27/2020,30,5,Released,The Everyday,The Everyday,FALSE,10,1,,,,"de,",,0,,2,2,Jimmy Olsson ,0,0,0,0,0,0
67992,67992,Blue Cocoon,en,FALSE,2474,/3Mg4XlGLGqcq9IwMfLt1oXFkFE2.jpg,https://bluecocoonpublicis.wixsite.com/website,697046,,,,1.4,/nYqjXZgHjGzkb4BwjloAGPhVle5.jpg,4/28/2020,0,10,Released,When does passion turn into obsession?,Blue Cocoon,FALSE,10,1,Drama ,,,"en,",GB ,0,kidnapping ,2,15,Matilda Butler ,0,1,0,1,0,0
68002,68002,The Monster in Men,en,FALSE,12,,,691923,,,,1.4,/bnP7UQcTQ9IWPS6rcVAvKJHqwR0.jpg,4/17/2020,0,4,Released,,The Monster in Men,FALSE,0,0,Drama ,Rambler Films ,,,,0,,1,7,Steven Gorden ,0,1,0,0,0,0
68010,68010,Harami,bn,FALSE,500,,,688943,,,,1.4,/702iVy8Iyoa7oPPf1Y21jpHJdWH.jpg,4/12/2020,0,15,Released,the scoundrel,Harami,FALSE,0,0,Drama ,Khirki Digital ,,,IN ,0,,4,2,ADY ,0,1,0,0,0,0
68020,68020,400 Pétalos,es,FALSE,1500,,,677661,tt12667354,,,1.4,/uXlwXhNP1Y1CN7TCtRZJY3ej4wR.jpg,3/15/2020,0,13,Released,Are there flowers that kill relationships or relationships that kill flowers?,400 Petals,FALSE,0,0,Comedy ,,,"es,",PR ,0,,5,30,Angelie García Ortiz ,0,1,0,0,0,0
68042,68042,Doodled,en,FALSE,400,/4i4rAw8eczfwTlPgDSdM9hQS4BQ.jpg,https://www.doodledthemovie.com/,606457,tt9407918,,,1.4,/sQweE8RmhYaSZJco8eDxE6vAKuf.jpg,1/10/2020,0,19,Released,Love stories begin with an empty canvas,Doodled,FALSE,0,0,Romance ,Allied Street Films ,,"en,",US ,1,doodled ,5,23,Teddy Brown ,0,1,1,1,0,0
68044,68044,The Shell,en,FALSE,40000,,,604588,tt9600568,,,1.4,/ukSh7ywRRPPUncQ7zVS3eTaslTh.jpg,3/19/2020,0,73,Released,,The Shell,FALSE,0,0,Science Fiction ,Purewater Pictures ,,"en,",US ,0,,3,3,Yuehua Wang ,0,0,0,0,0,0
68045,68045,Formerly in Love,en,FALSE,1000,/iA8koxD6bQQlNOwlZaX4CRJoUPE.jpg,http://formerlyinlove.com,601756,tt9122018,,,1.4,/da9bF1FoAdz9JTxJTkV4Fk9sLwq.jpg,1/24/2020,0,0,Released,"If you had a second chance at first love, what would you do?",Formerly in Love,FALSE,0,0,Drama ,Paper Cities Entertainment ,,"en,",US ,0,,23,17,J. Michael MaGill ,0,1,0,0,0,0
68062,68062,Obscene Beauty,en,FALSE,40000,,http://obscenebeauty.com,549264,tt6169980,,,1.4,/gRRpxh6VATS1IK3lxi8RqEimQDb.jpg,2/18/2020,0,0,Released,New York neo-burlesque: Titillate. Tantalize. Tease.,Obscene Beauty,FALSE,0,0,Documentary ,Suburban Tallyho Productions ,,"en,",US ,0,,3,12,Nasya Kamrat ,0,0,1,0,0,0
68070,68070,Landline!,en,FALSE,10,,https://www.youtube.com/watch?v=BFBzdolMnDc&t=121s,738974,,,,1.394,/s0MX3DfARmyLVKenyA3i4Ssu0Qf.jpg,1/15/2020,0,12,Released,It's time to upgrade.,Landline!,FALSE,0,0,Thriller ,Clayton Ingalls Films ,,"en,",US ,0,mind control ,5,7,Clayton Ingalls ,0,1,0,1,0,0
68071,68071,hAPPiness,en,FALSE,24200,,,743849,tt11409694,,,1.392,/oFH7Nq8MSYMFn2vQwWmL3wzVhyZ.jpg,1/1/2020,0,0,Released,Happiness. It's only a click away.,hAPPiness,FALSE,0,0,Drama ,Download Joy Productions ,,,CA ,0,,18,52,Luvia Petersen ,0,0,0,0,0,0
68091,68091,UK's Hidden Shadows,en,FALSE,80,,https://www.youtube.com/watch?v=Fi_x090LGO8&t=309s,711622,,,,1.355,,5/12/2020,0,91,Released,Inspired by Out of Shadows,UK's Hidden Shadows,FALSE,10,1,Documentary ,Underground Films ,,,GB ,0,royal family ,9,3,Shaun Attwood ,0,1,0,1,0,0
68098,68098,Nine Minutes,en,FALSE,30000,,,668511,tt6092696,5.5,61,1.342,/gQuRQs3OZVuj2tseOxKk8l0SFIO.jpg,1/30/2020,0,12,Released,,Nine Minutes,FALSE,4.5,2,Science Fiction ,,,,,0,,2,19,Ernie Gilbert ,0,0,0,0,0,0
68115,68115,MADRE,en,FALSE,400,/sU1egjITerQec40dQ8hTFK7we2A.jpg,,669623,,,,1.32,/jfRLPoefDdVCoZAhglCFQDwWcGN.jpg,2/3/2020,0,15,Released,,Mother,FALSE,0,0,Drama ,,,"de,it,",DE ,0,mother ,2,10,Michèle Frolov ,0,0,0,0,0,1
68123,68123,To Protect & Serve,en,FALSE,1000,,,505043,tt6668656,,,1.312,/5ncyKSxtTf2rokjwb6RwVlNDpIP.jpg,5/29/2020,0,0,Released,"Protect Humanity, Serve Justice",To Protect & Serve,FALSE,2,1,Horror ,Winkler Pictures ,,"en,",US ,0,,7,5,Mike Winkler ,0,0,0,0,0,0
68124,68124,Aika jonka sain,fi,FALSE,936000,/7dsdhvZAES3Amry5BM49UFVrsB6.jpg,,606787,tt9777796,6.3,81,1.309,/2RSt58YZSuU4jJr9c8Tinju8BhL.jpg,3/13/2020,0,104,Released,,One Half of Me,FALSE,0,0,Drama ,Optipari ,,"fi,",FI ,0,paraplegic ,23,11,Tuukka Temonen ,0,0,0,1,0,0
68145,68145,Acquitted by Faith,en,FALSE,500,/xtZjQ63i8fyxuR4UCVEmLaJUB7K.jpg,,669384,tt2890616,3,56,1.291,/wp8tShWPBT7kr8q8JeUX1ci0NXY.jpg,2/20/2020,0,84,Released,,Acquitted by Faith,FALSE,5.5,2,Drama ,,,"en,",,0,christian film ,4,3,Daniel Lusko ,0,0,0,0,0,0
68150,68150,Court Martial,en,FALSE,131684,/5wzRht3BMp1ML38emtYfTfqJ6WZ.jpg,,702882,tt11774804,6.9,139,1.283,/98Fv3MSWeIPI2lbC16OxE2tHUYh.jpg,1/19/2020,0,120,Released,Court Martial,Court Martial,FALSE,0,0,Drama ,zee5 ,,"hi,",IN ,0,court martial ,5,2,Sourabh Shrivastava ,0,0,0,0,0,0
68160,68160,Робо,ru,FALSE,0,/yn5ynMRfkJ2WQu3AweOMHoQ6RbE.jpg,,755452,,,,1.268,/bBeE0DRNZTjFFZzi2y4MlbCJPHH.jpg,2/7/2020,1106307,0,Released,,Робо,FALSE,0,0,Adventure ,Wild Side ,,,,0,,6,3,Sarik Andreasyan ,0,1,0,0,0,0
68167,68167,Escape From North Korea,en,FALSE,80000,,,691850,tt9568800,7.4,19,1.263,/1HbI6Tiz6X0PojIZpMLkMjj6H0l.jpg,4/10/2020,0,30,Released,,Escape From North Korea,FALSE,7,1,Action ,,,,,0,,3,1,Keith Eng ,0,1,0,0,0,0
68172,68172,The Babysitter,en,FALSE,100,,,686464,,,,1.257,,3/25/2020,0,25,Released,,The Babysitter,FALSE,0,0,Documentary ,,,"en,",US ,0,transgender ,1,1,Melody Danielle Rice ,0,1,0,1,0,0
68174,68174,Little Things,en,FALSE,325,,,684677,,,,1.252,,3/5/2020,0,0,Released,,Little Things,FALSE,0,0,Drama ,BFI Film Academy ,,,GB ,0,,2,12,Charlie Durney ,0,1,0,0,0,0
68199,68199,Everything - The Real Thing Story,en,FALSE,324000,,,644828,tt11046788,8.3,67,1.232,/agjHzamVPmgpDblbGNXwiLSWuSS.jpg,1/24/2020,0,94,Released,"The other four lads from Liverpool, who changed the face of British music.",Everything - The Real Thing Story,FALSE,0,0,Documentary ,,,,,0,,13,30,Simon Sheridan ,0,1,0,0,0,0
68204,68204,ALL COPS AIN'T BAD,en,FALSE,100000,/zIEw1vx6vouTSrMNmskPOh5Imvc.jpg,,672815,,,,1.229,/5WTFnZuu6uOjD6R8Lh7yDLEJFMU.jpg,1/1/2020,350000,0,Released,This Officer Keeps It Real,ALL COPS AIN'T BAD,FALSE,10,1,Comedy ,VH2 Networks ,,,US ,0,officer keeps it real ,1,4,Mike Williams ,0,0,0,0,0,0
68209,68209,Karakomik Filmler 2: Emanet,tr,FALSE,0,/9nlr3pc0YWAhvdZMm8wfqLTZTvi.jpg,,665089,tt10472102,5.6,4832,1.224,/jtTKuikx7xaAxcwSW37HyC4o1ei.jpg,1/17/2020,680418,60,Released,,Comidark Films 2: The Pawn,FALSE,5,7,Drama ,Nulook Production ,Comidark Films 2,"tr,",TR ,0,,7,7,Cem Yılmaz ,0,1,1,0,0,0
68211,68211,Casper and I,en,FALSE,60,/8RTPcNrFRYJwJQcijSf0uh9I4W2.jpg,,695803,tt12123070,,,1.223,/xlA65RwfMxzvqi7YJdw66pE6xLA.jpg,4/11/2020,0,24,Released,What is Casper hiding? And why does she want to kill him.,Casper and I,FALSE,10,2,Drama ,,,,,0,,15,23,Jack Hill ,0,1,0,0,0,0
68213,68213,Sıfır Bir,tr,FALSE,0,/7GFSzcT9E57UPO2YEbMVCSR9UuM.jpg,,663209,tt11493232,6.8,757,1.223,/5yUJTtMm0v92LltVlQNnrIiYuoU.jpg,1/10/2020,2536753,98,Released,,Sifir Bir,FALSE,8.1,7,Action ,Sıfır Bir Yapım ,,"tr,",,0,,11,6,Kadri Beran Taşkın ,0,1,0,0,0,0
68235,68235,Egg,en,FALSE,12000,/5KiBbSdaSmoM0uvYm86rRfUForo.jpg,,709126,tt12058616,5.9,128,1.209,/9cqoA2tjZaoybohNPQ4bY0HWPFd.jpg,5/29/2020,0,11,Released,,Egg,FALSE,4.7,6,Comedy ,,,"en,",US ,0,,12,4,Michael J. Goldberg ,0,0,0,0,0,0
68252,68252,ബിഗ് ബ്രദർ,ml,FALSE,3500000,/1GTAvG3OhMQkbX7mR1ka2NarrwO.jpg,,627342,tt9101540,3.4,754,1.194,/e7E9mFsCwm6s5k0akviOIuVIKIU.jpg,1/16/2020,0,162,Released,,Big Brother,FALSE,3,5,Action ,S. Talkies ,,"ml,",IN ,0,,20,32,Siddique ,0,1,1,0,0,0
68276,68276,One. Two. Thirty.,en,FALSE,16,/oyOEQqL5DhZ2KCQ8EBiheg4jcrB.jpg,,699235,tt12244442,,,1.171,/lqQ6JgpKgzQM9o5k0IasPhegude.jpg,5/1/2020,0,1,Released,,One. Two. Thirty.,FALSE,0,0,Animation ,,,,LT ,0,,0,5,Tumas Šatūnas ,0,0,0,0,0,0
68280,68280,Freie Räume,de,FALSE,5000,,,605037,tt10121022,8.5,10,1.169,/fIxLQswyQpXWgF64EdDeXwEqQaC.jpg,4/30/2020,0,0,Released,,Freie Räume,FALSE,0,0,Documentary ,,,"de,",,0,,0,1,Tobias Frindt ,0,0,0,0,0,0
68291,68291,Daulat,ms,FALSE,100000,/qR33NeLvIwcSJDSLk5YRbHI8els.jpg,,690153,tt11512522,6.3,82,1.162,/8G8gfkAoIDsCvOoaXvippeG9Jf3.jpg,4/6/2020,0,102,Released,You Cannot Win In Politics By Being Nice,Daulat,FALSE,0,0,Drama ,Lacuna Pictures ,,"zh,en,ms,",MY ,0,political drama ,9,5,Imran Sheik ,0,0,0,0,0,1
68296,68296,Becoming Grim,en,FALSE,4320,,,710918,,,,1.158,/wOMZbSuK8XB5U25Ff4TabiXbyMX.jpg,3/23/2020,0,30,Released,Being dead is a Grim time.,Becoming Grim,FALSE,0,0,Comedy ,,,,,0,,5,24,Harry Metcalfe ,0,1,0,0,0,0
68322,68322,One Word,en,FALSE,294000,/7w8yONH7C0gQQZ4lxIzPtBnac4H.jpg,https://www.kameradisten.org/en/one-word/,753242,tt13187790,,,1.132,/9eH8fGZuPEpzzoJU9H6lulHQsiB.jpg,5/31/2020,0,0,Released,We are not drowning. We are fighting.,One Word,FALSE,0,0,Documentary ,Studio Kalliope ,,"en,",DE ,0,exotic island ,0,14,Viviana Uriona ,1,0,0,1,0,0
68335,68335,You Missed a Spot,en,FALSE,12000,,,776462,tt11853510,,,1.085,/1PxpBmPWBbEDqenB5ANoi3qgvNh.jpg,5/16/2020,0,0,Released,,You Missed a Spot,FALSE,0,0,Comedy ,University of Southern California ,,,US ,0,clown ,12,25,Liam Walsh ,0,1,0,1,0,0
68398,68398,LATE NITE SAINTS,en,FALSE,1000,/vNsEuDWKwToTxotEIWabDhTJ3r6.jpg,http://foxacademy.life/latenitesaints,686493,,,,1.029,/mgJAodd3fMScIO8pvcyNP7uNHj3.jpg,3/27/2020,0,95,Released,NOW THAT'S A ROLLERCOASTER,LATE NITE SAINTS,FALSE,0,0,Documentary ,Late Nite Saints Films ,,"en,",US ,0,art house ,4,5,Christian Novelli ,0,1,0,1,0,0
68460,68460,IWOW: I Walk on Water,en,FALSE,45000,,,679678,tt12042868,6.7,9,0.994,/gwPgnjIr8SzoEeocWopEW2df0bA.jpg,3/6/2020,0,200,Released,,IWOW: I Walk on Water,FALSE,10,1,Documentary ,Gospel of Matthew LLC ,,"en,",US ,0,,0,4,Khalik Allah ,0,0,1,0,0,0
68461,68461,About a Teacher,en,FALSE,145000,,,694296,tt9503722,8.7,27,0.993,/bSRBH0KWK7Nvt4xgX0aDrrOfFsA.jpg,4/7/2020,0,112,Released,,About a Teacher,FALSE,10,1,Drama ,,,,,0,,3,2,Hanan Harchol ,0,0,0,0,0,0
68475,68475,Livet efter döden,sv,FALSE,895000,/qQaMizOpInjrRc5KOB2vi9Wc2n0.jpg,,571671,tt10385556,6.2,44,0.985,/ix9rFx1ntUH1mcqmRZcS7cOi4oQ.jpg,3/6/2020,0,81,Released,No moment of peace before everything is over.,Life After Death,FALSE,6.8,4,Drama ,Citizen Jane Productions Oy ,,"sv,",FI ,0,loss of loved one ,17,13,Klaus Härö ,0,1,0,1,0,0
68500,68500,Wig Chop or: How it Feels to be Made in the Shade,en,FALSE,8000,,,671902,,,,0.976,,4/15/2020,0,0,Released,A Song of San Angelo,Wig Chop or: How it Feels to be Made in the Shade,FALSE,0,0,Comedy ,,,,US ,0,,7,8,Connor Tipton ,0,1,0,0,0,0
68515,68515,The Definition of Insanity,en,FALSE,560000,/kygeM8s1NiDJiSr0NLsIoFRpEX6.jpg,https://www.pbs.org/show/definition-insanity/,694772,tt12116104,8.2,12,0.97,/90Al0XLcJEC7sj5iVbSdZsn3sbC.jpg,4/14/2020,0,73,Released,An inspiring story at the intersection of two American crises: mental health and the often overwhelmed criminal justice system.,The Definition of Insanity,FALSE,0,0,Documentary ,Public Broadcasting Service ,,"en,",US ,0,miami ,16,72,Gabriel London ,0,0,1,1,0,0
68521,68521,Remnants,en,FALSE,5000,,http://absurdproductionspictures.com/2020/01/02/remnants/,726455,tt12047822,7.3,15,0.966,/6ge0jTj2w73MJqiOsODmOv6aCTC.jpg,3/15/2020,0,90,Released,The Past...Ever Lasting,Remnants,FALSE,10,2,,Absurd Productions Pictures ,,,US ,0,,4,2,Mark Byrne ,0,0,0,0,0,0
68522,68522,Hayalet: 3 Yaşam,tr,FALSE,1000000,,,662449,tt10731100,,,0.965,,2/14/2020,0,0,Released,,Hayalet: 3 Yaşam,FALSE,0,0,Drama ,,,,,0,,9,6,Ömer İnal ,0,1,0,0,0,0
68540,68540,Don't Speak of Me with Tears,en,FALSE,30,/t2IjA2OxAjoIchkMaiHsASCHfQ4.jpg,http://www.mike-pappa.com,706898,tt12338682,,,0.955,/6qHc45YkWmNsDIp85cLf4obsBYq.jpg,5/21/2020,0,9,Released,,Don't Speak of Me with Tears,FALSE,0,0,Horror ,,,,US ,0,alcoholism ,3,2,Mike Pappa ,0,0,0,1,0,0
68556,68556,4 Presidents,en,FALSE,1500000,/rB7c1Csd7uCh099z51tOGDv6BKk.jpg,,749904,tt9257616,6.1,21,0.949,/o6wnBc5lVoarVp9bvLkMiGRkzo7.jpg,2/1/2020,0,100,Released,Four Presidents Assassinated For One Sinister Reason,4 Presidents,FALSE,0,0,Documentary ,Justice for All Productions ,,"en,",US ,0,conspiracy ,4,3,Ken Del Vecchio ,0,1,0,1,0,0
68559,68559,SEX,en,FALSE,300,,,694834,tt12165150,,,0.949,/h3kMUjLHGMJC7oxadOA5ZtWDV4y.jpg,2/2/2020,0,10,Released,"Work is hard, sex is harder.",SEX,FALSE,0,0,Comedy ,,,,,0,short ,2,2,Rebel Maddocks-Roe ,0,0,0,1,0,0
68599,68599,Indigo,en,FALSE,30,/8JtBcvTbFc2vhXulcGFVbnHJxHM.jpg,https://vimeo.com/397510825,773273,,,,0.935,/qtWf7qKLYiH6TwtUEuzZ743ukEC.jpg,3/13/2020,69,2,Released,,Indigo,FALSE,10,1,Drama ,Devin Lauder Films ,,"en,",US ,0,experimental ,4,4,Devin Lauder ,0,0,0,0,0,0
68606,68606,An Unscripted Earth,en,FALSE,2000,/tOLGKacPr52hcaUXqLcTuKTSkRK.jpg,https://u16.co/aue,647679,tt7471348,,,0.934,/1Gl8cW1U8PeNmQz68iDrnC3CTQl.jpg,4/24/2020,0,72,Released,"A story of memory, young adulthood and the uncertain future of our globalised world",An Unscripted Earth,FALSE,0,0,Drama ,,,,AU ,0,australia ,4,10,James Holloway ,1,0,0,1,0,0
68609,68609,Aiyai: Wrathful Soul,en,FALSE,1870000,/g2C0ar1P5G5BoNi0vOWYE9R7B79.jpg,https://www.aiyaifeaturefilm.com/,721927,tt7209472,8.9,889,0.932,/56Q2h96x7KubP6pmPuWSE2H9DyD.jpg,2/28/2020,0,84,Released,,Aiyai: Wrathful Soul,FALSE,4,1,Horror ,GVKM Elephant Pictures ,,"en,",AU ,0,supernatural ,6,6,Ilanthirayan Arumugam ,0,1,0,0,0,0
